x_RepliconName	RepliconAccession	Start	Stop	Strand	GeneID	sce_ORFid	Locus	LocusTag	ProteinProduct	Length	ProteinName	oldGeneId	replacingGeneIds	replacingSceORFs
6	AP012218.1	721341	722909	+	-	YBR288C	APM3	KLMA_60342	BAO41633.1	522	AP-3 complex subunit mu			
6	AP012218.1	723228	724562	+	-	YPL181W	CTI6	KLMA_60343	BAO41634.1	444	histone deacetylase complex subunit CTI6			
6	AP012218.1	724642	726375	-	-	YGL095C	VPS45	KLMA_60344	BAO41635.1	577	vacuolar protein sorting-associated protein 45			
6	AP012218.1	726702	728996	+	-	YPL180W	TCO89	KLMA_60345	BAO41636.1	764	target of rapamycin complex 1 subunit TCO89			
6	AP012218.1	729225	732665	-	-	YGL094C	PAN2	KLMA_60346	BAO41637.1	1146	PAB-dependent poly(A)-specific ribonuclease subunit PAN2			
6	AP012218.1	733052	736027	+	-	YPL183C	RTT10	KLMA_60347	BAO41638.1	991	uncharacterized WD repeat-containing protein YPL183C			
6	AP012218.1	736231	736464	-	-		-	KLMA_60348	BAO41639.1	77	54S ribosomal protein YPL183W-A			
6	AP012218.1	737050	739590	+	-	YGL093W	SPC105	KLMA_60349	BAO41640.1	846	spindle pole body component SPC105			
6	AP012218.1	739921	743913	+	-	YGL092W	NUP145	KLMA_60350	BAO41641.1	1330	nucleoporin NUP145			
6	AP012218.1	744006	744998	-	-	YGL091C	NBP35	KLMA_60351	BAO41642.1	330	cytosolic Fe-S cluster assembly factor NBP35			
6	AP012218.1	745285	746061	+	-		-	KLMA_60352	BAO41643.1	258	hypothetical protein KLMA_60352			
6	AP012218.1	747127	749169	+	-	YPL184C	MRN1	KLMA_60354	BAO41645.1	680	uncharacterized RNA-binding protein YPL184C			
6	AP012218.1	750478	751227	+	-		-	KLMA_60355	BAO41646.1	249	ULP1-interacting protein 4			
6	AP012218.1	751901	752452	-	-	YPL187W	MF(ALPHA)1	KLMA_60356	BAO41647.1	183	mating factor alpha-1			
6	AP012218.1	754001	755236	-	-	YPL188W	POS5	KLMA_60357	BAO41648.1	411	NADH kinase POS5	gi_574143858_dbj_BAO41648.1_	POS5_KLMA_60357	YPL188W
6	AP012218.1	755845	756464	-	-	YGL087C	MMS2	KLMA_60358	BAO41649.1	136	ubiquitin-conjugating enzyme variant MMS2			
6	AP012218.1	756850	758814	+	-	YGL086W	MAD1	KLMA_60359	BAO41650.1	654	spindle assembly checkpoint component MAD1			
6	AP012218.1	759037	759849	+	-	YGL085W	LCL3	KLMA_60360	BAO41651.1	270	probable endonuclease YGL085W			
6	AP012218.1	759937	761706	-	-	YGL084C	GUP1	KLMA_60361	BAO41652.1	589	glycerol uptake protein 1	gi_574143862_dbj_BAO41652.1_	GUP1_KLMA_60361	YGL084C
6	AP012218.1	762546	764927	+	-	YGL083W	SCY1	KLMA_60362	BAO41653.1	793	protein kinase-like protein SCY1			
6	AP012218.1	765505	765654	+	-		-	KLMA_60363	BAO41654.1	49	hypothetical protein KLMA_60363			
6	AP012218.1	766604	768889	+	-	YPL190C	NAB3	KLMA_60364	BAO41655.1	761	nuclear polyadenylated RNA-binding protein 3			
6	AP012218.1	769353	771245	+	-		-	KLMA_60365	BAO41656.1	630	uncharacterized protein YOR389W			
6	AP012218.1	771640	772674	+	-		-	KLMA_60366	BAO41657.1	344	uncharacterized protein YGL082W			
6	AP012218.1	773263	774246	+	-		-	KLMA_60367	BAO41658.1	327	hypothetical membrane protein			
6	AP012218.1	774677	775111	+	-		-	KLMA_60368	BAO41659.1	144	hypothetical protein KLMA_60368			
6	AP012218.1	775133	776200	-	-	YPL193W	RSA1	KLMA_60369	BAO41660.1	355	ribosome assembly 1 protein			
6	AP012218.1	776817	777185	+	-	YGL080W	FMP37	KLMA_60370	BAO41661.1	122	UPF0041 protein FMP37	gi_574143871_dbj_BAO41661.1_	FMP37_KLMA_60370	YGL080W
6	AP012218.1	777460	779151	-	-	YPL194W	DDC1	KLMA_60371	BAO41662.1	563	DNA damage checkpoint protein 1			
6	AP012218.1	779380	782088	-	-	YPL195W	APL5	KLMA_60372	BAO41663.1	902	AP-3 complex subunit delta			
6	AP012218.1	782397	782930	+	-	YGL079W	KXD1	KLMA_60373	BAO41664.1	177	uncharacterized protein YGL079W			
6	AP012218.1	783027	783827	-	-	YPL196W	OXR1	KLMA_60374	BAO41665.1	266	oxidation resistance protein 1			
6	AP012218.1	784191	785930	-	-		-	KLMA_60375	BAO41666.1	579	delta6-FADS-like protein			
6	AP012218.1	786563	790216	+	-	YPL016W	SWI1	KLMA_60376	BAO41667.1	1217	SWI/SNF chromatin-remodeling complex subunit SWI1			
6	AP012218.1	790400	793573	-	-	YPL022W	RAD1	KLMA_60377	BAO41668.1	1057	DNA repair protein RAD1			
6	AP012218.1	794001	795929	+	-	YPL023C	MET12	KLMA_60378	BAO41669.1	642	methylenetetrahydrofolate reductase 1	gi_574143879_dbj_BAO41669.1_	MET12_KLMA_60378	YPL023C
6	AP012218.1	795993	796981	-	-	YPL024W	RMI1	KLMA_60379	BAO41670.2	250	recQ-mediated genome instability protein 1			
6	AP012218.1	797066	797638	+	-	YDR246W	TRS23	KLMA_60380	BAO41671.1	190	transport protein particle 23 kDa subunit			
6	AP012218.1	799398	800834	+	-	YPL026C	SKS1	KLMA_60381	BAO41672.1	478	serine/threonine-protein kinase SKS1			
6	AP012218.1	801150	801698	-	-		-	KLMA_60382	BAO41673.1	182	probable gluconokinase	gi_574143883_dbj_BAO41673.1_	KLMA_60382	KLMA_60382
6	AP012218.1	802201	803397	-	-	YPL028W	ERG10	KLMA_60383	BAO41674.1	398	acetyl-CoA acetyltransferase	gi_574143884_dbj_BAO41674.1_	ERG10_KLMA_60383	YPL028W
6	AP012218.1	803926	806172	-	-	YPL029W	SUV3	KLMA_60385	BAO41676.1	748	ATP-dependent RNA helicase SUV3			
6	AP012218.1	806564	808174	-	-	YPL030W	TRM44	KLMA_60386	BAO41677.1	536	tRNA (uracil-O(2)-)-methyltransferase			
6	AP012218.1	808838	809882	+	-	YPL031C	PHO85	KLMA_60387	BAO41678.2	304	negative regulator of the PHO system			
6	AP012218.1	809975	811096	-	-		-	KLMA_60388	BAO41679.1	373	uncharacterized protein YDR249C			
6	AP012218.1	813511	815889	+	-	YPL032C	SVL3	KLMA_60389	BAO41680.1	792	styryl dye vacuolar localization protein 3			
6	AP012218.1	816425	816898	+	-	YPL037C	EGD1	KLMA_60390	BAO41681.1	157	nascent polypeptide-associated complex subunit beta			
6	AP012218.1	817166	818008	-	-	YDR253C	MET32	KLMA_60391	BAO41682.1	280	zinc_figer_C2H2_2 protein			
6	AP012218.1	818840	819760	-	-		-	KLMA_60392	BAO41683.1	306	uncharacterized protein YPL039W			
6	AP012218.1	820501	823479	+	-	YPL040C	ISM1	KLMA_60393	BAO41684.1	992	isoleucyl-tRNA synthetase	gi_574143894_dbj_BAO41684.1_	ISM1_KLMA_60393	YPL040C
6	AP012218.1	823713	824315	+	-		-	KLMA_60394	BAO41685.1	200	uncharacterized membrane protein YPL041C			
6	AP012218.1	824760	826502	+	-	YPL042C	SSN3	KLMA_60395	BAO41686.1	580	serine/threonine-protein kinase SSN3			
6	AP012218.1	826552	828600	-	-	YPL043W	NOP4	KLMA_60396	BAO41687.1	682	nucleolar protein 4			
6	AP012218.1	830205	832586	-	-	YPL045W	VPS16	KLMA_60397	BAO41688.1	793	vacuolar protein sorting-associated protein 16			
6	AP012218.1	832830	833120	+	-		-	KLMA_60398	BAO41689.1	96	elongin-C			
6	AP012218.1	833191	834381	-	-	YDR255C	RMD5	KLMA_60399	BAO41690.1	396	sporulation protein RMD5			
6	AP012218.1	834711	835004	-	-	YPL047W	SGF11	KLMA_60400	BAO41691.1	97	SAGA-associated factor 11			
6	AP012218.1	835422	836957	-	-	YDR256C	CTA1	KLMA_60401	BAO41692.1	511	peroxisomal catalase A	gi_574143902_dbj_BAO41692.1_	CTA1_KLMA_60401	YDR256C
6	AP012218.1	837764	839440	-	-		PDAT9	KLMA_60402	BAO41693.1	558	pisatin demethylase			
6	AP012218.1	839743	840414	-	-	YPL048W	CAM1	KLMA_60403	BAO41694.1	223	putative elongation factor 1 gamma homolog			
6	AP012218.1	840884	842014	+	-		-	KLMA_60404	BAO41695.1	376	hypothetical protein KLMA_60404			
6	AP012218.1	842820	843203	+	-		-	KLMA_60405	BAO41696.1	127	37S ribosomal protein YMR-31			
6	AP012218.1	843477	844595	-	-	YGL248W	PDE1	KLMA_60406	BAO41697.1	372	low-affinity cyclic AMP phosphodiesterase	gi_574143907_dbj_BAO41697.1_	PDE1_KLMA_60406	YGL248W
6	AP012218.1	845093	845890	-	-	YFR050C	PRE4	KLMA_60407	BAO41698.1	265	proteasome component PRE4			
6	AP012218.1	846339	848120	-	-	YGL252C	RTG2	KLMA_60408	BAO41699.1	593	retrograde regulation protein 2			
6	AP012218.1	853538	855574	+	-	YGL249W	ZIP2	KLMA_60409	BAO41700.1	678	protein ZIP2			
6	AP012218.1	855864	857492	+	-	YFR051C	RET2	KLMA_60410	BAO41701.1	542	coatomer subunit delta			
6	AP012218.1	857924	858721	+	-	YFR052W	RPN12	KLMA_60411	BAO41702.1	265	26S proteasome regulatory subunit RPN12			
6	AP012218.1	859334	860791	-	-		HXK1	KLMA_60412	BAO41703.1	485	hexokinase	gi_574143913_dbj_BAO41703.1_	HXK1_KLMA_60412	HXK1_KLMA_60412
6	AP012218.1	864213	865847	+	-		-	KLMA_60413	BAO41704.1	544	uncharacterized esterase/lipase C417.12	gi_574143914_dbj_BAO41704.1_	KLMA_60413	KLMA_60413
6	AP012218.1	866409	867986	-	-	YJR152W	DAL5	KLMA_60414	BAO41705.1	525	allantoate permease	gi_574143915_dbj_BAO41705.1_	DAL5_KLMA_60414	YJR152W
6	AP012218.1	869162	870796	+	-		-	KLMA_60415	BAO41706.1	544	uncharacterized esterase/lipase C417.12	gi_574143916_dbj_BAO41706.1_	KLMA_60415	KLMA_60415
6	AP012218.1	871178	873205	+	-		-	KLMA_60416	BAO41707.1	675	GAL4			
6	AP012218.1	876433	878040	+	-		cyp524A1	KLMA_60417	BAO41708.1	535	cytochrome P450 61	gi_574143918_dbj_BAO41708.1_	cyp524A1_KLMA_60417	cyp524A1_KLMA_60417
6	AP012218.1	878358	879788	-	-	YMR014W	BUD22	KLMA_60418	BAO41709.1	476	bud site selection protein 22			
6	AP012218.1	882135	883718	+	-	YMR013C	SEC59	KLMA_60419	BAO41710.1	527	dolichol kinase	gi_574143920_dbj_BAO41710.1_	SEC59_KLMA_60419	YMR013C
6	AP012218.1	884610	886091	-	-	YFL018C	LPD1	KLMA_60420	BAO41711.1	493	dihydrolipoyl dehydrogenase	gi_574143921_dbj_BAO41711.1_	LPD1_KLMA_60420	YFL018C
6	AP012218.1	887308	887604	+	-		-	KLMA_60421	BAO41712.1	98	conserved hypothetical membrane protein			
6	AP012218.1	887889	888278	-	-	YNL153C	GIM3	KLMA_60422	BAO41713.1	129	prefoldin subunit 4			
6	AP012218.1	888629	890221	-	-	YHR137W	ARO9	KLMA_60423	BAO41714.1	530	aromatic amino acid aminotransferase 2	gi_574143924_dbj_BAO41714.1_	ARO9_KLMA_60423	YHR137W
6	AP012218.1	895970	897604	+	-		RAG8	KLMA_60424	BAO41715.1	544	casein kinase I homolog RAG8			
6	AP012218.1	898707	899786	-	-	YOL151W	GRE2	KLMA_60425	BAO41716.1	359	NADPH-dependent methylglyoxal reductase GRE2	gi_574143926_dbj_BAO41716.1_	GRE2_KLMA_60425	YOL151W
6	AP012218.1	904944	906113	-	-		-	KLMA_60426	BAO41717.1	389	putative lipase YJR107W	gi_574143927_dbj_BAO41717.1_	KLMA_60426	KLMA_60426
6	AP012218.1	908798	909997	-	-	YJR105W	ADO1	KLMA_60427	BAO41718.1	399	adenosine kinase	gi_574143928_dbj_BAO41718.1_	ADO1_KLMA_60427	YJR105W
6	AP012218.1	910730	911581	+	-	YJR116W	TDA4	KLMA_60428	BAO41719.1	283	uncharacterized TLC domain-containing protein YJR116W			
6	AP012218.1	912021	913388	+	-	YJR117W	STE24	KLMA_60429	BAO41720.1	455	CAAX prenyl protease 1			
6	AP012218.1	913828	915351	+	-	YER021W	RPN3	KLMA_60430	BAO41721.1	507	26S proteasome regulatory subunit RPN3			
6	AP012218.1	915733	917742	+	-	YER022W	SRB4	KLMA_60431	BAO41722.1	669	mediator of RNA polymerase II transcription subunit 17			
6	AP012218.1	917808	918326	-	-	YJR118C	ILM1	KLMA_60432	BAO41723.1	172	protein ILM1			
6	AP012218.1	918699	921179	-	-	YJR119C	JHD2	KLMA_60433	BAO41724.1	826	histone demethylase JHD2			
6	AP012218.1	922239	923099	+	-	YER023W	PRO3	KLMA_60434	BAO41725.1	286	pyrroline-5-carboxylate reductase	gi_574143935_dbj_BAO41725.1_	PRO3_KLMA_60434	YER023W
6	AP012218.1	924043	925560	+	-	YJR121W	ATP2	KLMA_60435	BAO41726.1	505	ATP synthase subunit beta			
6	AP012218.1	926512	927876	+	-	YJR122W	CAF17	KLMA_60437	BAO41728.1	454	putative transferase CAF17			
6	AP012218.1	928852	929535	+	-	YJR123W	RPS5	KLMA_60438	BAO41729.1	227	40S ribosomal protein S5			
6	AP012218.1	930987	933569	+	-	YER024W	YAT2	KLMA_60439	BAO41730.1	860	carnitine O-acetyltransferase YAT2	gi_574143940_dbj_BAO41730.1_	YAT2_KLMA_60439	YER024W
6	AP012218.1	933805	935157	-	-		-	KLMA_60440	BAO41731.1	450	uncharacterized membrane protein YJR124C			
6	AP012218.1	935732	938536	+	-	YLR451W	LEU3	KLMA_60441	BAO41732.1	934	regulatory protein LEU3			
6	AP012218.1	938977	940551	+	-	YER025W	GCD11	KLMA_60442	BAO41733.1	524	eukaryotic translation initiation factor 2 subunit gamma	gi_574143943_dbj_BAO41733.1_	GCD11_KLMA_60442	YER025W
6	AP012218.1	940696	942801	-	-	YLR452C	SST2	KLMA_60443	BAO41734.1	701	protein SST2			
6	AP012218.1	944120	946129	-	-	YPR161C	BUR1	KLMA_60444	BAO41735.1	669	serine/threonine-protein kinase BUR1			
6	AP012218.1	947993	950036	+	-	YML126C	ERG13	KLMA_60445	BAO41736.1	464	hydroxymethylglutaryl-CoA synthase	gi_574143946_dbj_BAO41736.1_	ERG13_KLMA_60445	YML126C
6	AP012218.1	951958	955596	+	-	YML091C	RPM2	KLMA_60446	BAO41737.1	1212	ribonuclease P protein component			
6	AP012218.1	955942	957636	-	-	YML127W	RSC9	KLMA_60447	BAO41738.1	564	chromatin structure-remodeling complex subunit RSC9			
6	AP012218.1	958717	959544	+	-	YDL049C	KNH1	KLMA_60448	BAO41739.1	275	cell wall synthesis protein KNH1			
6	AP012218.1	959923	960786	-	-	YDL051W	LHP1	KLMA_60449	BAO41740.1	287	la protein homolog			
6	AP012218.1	961143	961742	-	-		-	KLMA_60450	BAO41741.1	199	platinum sensitivity protein 3			
6	AP012218.1	962342	963130	+	-	YDL052C	SLC1	KLMA_60451	BAO41742.1	262	probable 1-acyl-sn-glycerol-3-phosphate acyltransferase	gi_574143952_dbj_BAO41742.1_	SLC1_KLMA_60451	YDL052C
6	AP012218.1	963303	964358	-	-	YLR377C	FBP1	KLMA_60452	BAO41743.1	351	fructose-1,6-bisphosphatas	gi_574143953_dbj_BAO41743.1_	FBP1_KLMA_60452	YLR377C
6	AP012218.1	965679	966140	+	-		-	KLMA_60453	BAO41744.1	153	hypothetical protein KLMA_60453			
6	AP012218.1	966284	967210	-	-	YNR007C	ATG3	KLMA_60454	BAO41745.1	308	autophagy-related protein 3			
6	AP012218.1	968087	970009	+	-	YNR008W	LRO1	KLMA_60455	BAO41746.1	640	phospholipid:diacylglycerol acyltransferase	gi_574143956_dbj_BAO41746.1_	LRO1_KLMA_60455	YNR008W
6	AP012218.1	970872	971654	+	-	YNR009W	NRM1	KLMA_60456	BAO41747.1	260	transcription factor NRM1			
6	AP012218.1	972334	973005	+	-	YMR202W	ERG2	KLMA_60457	BAO41748.1	223	c-8 sterol isomerase	gi_574143958_dbj_BAO41748.1_	ERG2_KLMA_60457	YMR202W
6	AP012218.1	973276	973830	+	-	YNR010W	CSE2	KLMA_60458	BAO41749.1	184	mediator of RNA polymerase II transcription subunit			
6	AP012218.1	974524	975687	+	-	YMR203W	TOM40	KLMA_60459	BAO41750.1	387	mitochondrial import receptor subunit TOM40			
6	AP012218.1	976345	977403	-	-	YMR204C	INP1	KLMA_60460	BAO41751.1	352	inheritance of peroxisomes protein 1			
6	AP012218.1	977907	980723	-	-	YMR205C	PFK2	KLMA_60461	BAO41752.1	938	6-phosphofructokinase subunit beta	gi_574143962_dbj_BAO41752.1_	PFK2_KLMA_60461	YMR205C
6	AP012218.1	981785	982801	-	-	YML004C	GLO1	KLMA_60462	BAO41753.1	338	lactoylglutathione lyase	gi_574143963_dbj_BAO41753.1_	GLO1_KLMA_60462	YML004C
6	AP012218.1	983313	985865	-	-	YNR011C	PRP2	KLMA_60463	BAO41754.1	850	pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2			
6	AP012218.1	986165	987541	+	-	YNR012W	URK1	KLMA_60464	BAO41755.1	458	uridine kinase	gi_574143965_dbj_BAO41755.1_	URK1_KLMA_60464	YNR012W
6	AP012218.1	987874	990450	-	-	YNR013C	PHO91	KLMA_60465	BAO41756.1	858	uncharacterized transporter YNR013C	gi_574143966_dbj_BAO41756.1_	PHO91_KLMA_60465	YNR013C
6	AP012218.1	992403	993443	+	-		-	KLMA_60466	BAO41757.1	346	uncharacterized protein YMR206W			
6	AP012218.1	993791	997588	-	-		-	KLMA_60467	BAO41758.1	1265	hypothetical protein KLMA_60467			
6	AP012218.1	998622	999758	+	-	YNR015W	SMM1	KLMA_60468	BAO41759.1	378	tRNA-dihydrouridine synthase 2			
6	AP012218.1	1000058	1006756	-	-	YNR016C	ACC1	KLMA_60469	BAO41760.1	2232	acetyl-CoA carboxylase	gi_574143970_dbj_BAO41760.1_	ACC1_KLMA_60469	YNR016C
6	AP012218.1	1010053	1010712	+	-	YNR017W	TIM23	KLMA_60470	BAO41761.1	219	mitochondrial import inner membrane translocase subunit TIM23			
6	AP012218.1	1011294	1012793	-	-	YCR045C	RRT12	KLMA_60471	BAO41762.1	499	putative subtilase-type proteinase YCR045C			
6	AP012218.1	1014901	1015566	+	-	YNR018W	RCF2	KLMA_60472	BAO41763.1	221	altered inheritance rate of mitochondria protein 38			
6	AP012218.1	1016093	1016614	-	-	YCR046C	IMG1	KLMA_60473	BAO41764.1	173	54S ribosomal protein IMG1			
6	AP012218.1	1016901	1017704	-	-	YCR047C	BUD23	KLMA_60474	BAO41765.1	267	putative methyltransferase BUD23			
6	AP012218.1	1018364	1019317	+	-		-	KLMA_60475	BAO41766.1	317	uncharacterized protein YIL077C			
6	AP012218.1	1019562	1021793	-	-	YIL078W	THS1	KLMA_60476	BAO41767.1	743	threonyl-tRNA synthetase	gi_574143977_dbj_BAO41767.1_	THS1_KLMA_60476	YIL078W
6	AP012218.1	1022536	1023609	+	-	YIL079C	AIR1	KLMA_60477	BAO41768.1	357	protein AIR2			
6	AP012218.1	1024316	1024726	+	-		-	KLMA_60478	BAO41769.1	136	protein SNA4			
6	AP012218.1	1024878	1026929	-	-		-	KLMA_60479	BAO41770.1	683	uncharacterized protein YDL176W			
6	AP012218.1	1027202	1027726	+	-		-	KLMA_60480	BAO41771.1	174	IMPACT family member YDL177C			
6	AP012218.1	1027765	1028697	-	-		-	KLMA_60481	BAO41772.1	310	NADPH-dependent alpha-keto amide reductase	gi_574143982_dbj_BAO41772.1_	KLMA_60481	KLMA_60481
6	AP012218.1	1029205	1030851	-	-	YDL178W	DLD2	KLMA_60482	BAO41773.1	548	D-lactate dehydrogenase	gi_574143983_dbj_BAO41773.1_	DLD2_KLMA_60482	YDL178W
6	AP012218.1	1031759	1032367	+	-	YDL125C	HNT1	KLMA_60483	BAO41774.1	149	hit family protein 1			
6	AP012218.1	1033030	1035528	+	-	YDL126C	CDC48	KLMA_60484	BAO41775.1	832	cell division control protein 48			
6	AP012218.1	1035832	1036836	-	-	YDL127W	PCL2	KLMA_60486	BAO41777.1	334	PHO85 cyclin-2			
6	AP012218.1	1037837	1039057	-	-	YDL128W	VCX1	KLMA_60487	BAO41778.1	406	vacuolar calcium ion transporter			
6	AP012218.1	1039658	1041196	-	-		-	KLMA_60489	BAO41780.1	512	uncharacterized membrane protein YDL180W			
6	AP012218.1	1042139	1042993	-	-		-	KLMA_60490	BAO41781.1	284	uncharacterized protein YDL129W			
6	AP012218.1	1043983	1044297	-	-	YDL130W	RPP1B	KLMA_60491	BAO41782.1	104	60S acidic ribosomal protein P1-beta			
6	AP012218.1	1046099	1046365	-	-		-	KLMA_60492	BAO41783.1	88	ATPase inhibitor			
6	AP012218.1	1047088	1048416	-	-	YDL131W	LYS21	KLMA_60493	BAO41784.1	442	homocitrate synthase	gi_574143994_dbj_BAO41784.1_	LYS21_KLMA_60493	YDL131W
6	AP012218.1	1049003	1051432	-	-	YDL132W	CDC53	KLMA_60494	BAO41785.1	809	cell division control protein 53			
6	AP012218.1	1051998	1053437	-	-	YDL133W	SRF1	KLMA_60495	BAO41786.1	479	hypothetical membrane protein			
6	AP012218.1	1054019	1054945	+	-		-	KLMA_60496	BAO41787.1	308	uncharacterized protein YDL183C			
6	AP012218.1	1056613	1058466	-	-	YDL185W	VMA1	KLMA_60497	BAO41788.1	617	v-type proton ATPase catalytic subunit A			
6	AP012218.1	1059288	1060016	-	-		-	KLMA_60498	BAO41789.1	242	uncharacterized protein YDL186W			
6	AP012218.1	1061028	1062110	+	-	YDL134C	PPH21	KLMA_60499	BAO41790.1	360	serine/threonine-protein phosphatase PP2A-1 catalytic subunit			
6	AP012218.1	1062433	1063017	-	-		-	KLMA_60500	BAO41791.1	194	probable allantoinase 1			
6	AP012218.1	1063662	1064261	+	-	YDL135C	RDI1	KLMA_60501	BAO41792.1	199	rho GDP-dissociation inhibitor			
6	AP012218.1	1064463	1065821	-	-	YDL189W	RBS1	KLMA_60502	BAO41793.1	452	r3H_encore_like protein			
6	AP012218.1	1066761	1069634	+	-	YDL190C	UFD2	KLMA_60503	BAO41794.1	957	ubiquitin conjugation factor E4			
6	AP012218.1	1069917	1070764	-	-	YDL136W	RPL35B	KLMA_60504	BAO41795.1	120	60S ribosomal protein L35			
6	AP012218.1	1072198	1072743	-	-	YDL192W	ARF1	KLMA_60505	BAO41796.1	181	ADP-ribosylation factor			
6	AP012218.1	1074242	1075291	-	-	YDL193W	NUS1	KLMA_60506	BAO41797.1	349	probable undecaprenyl pyrophosphate synthetase	gi_574144007_dbj_BAO41797.1_	NUS1_KLMA_60506	YDL193W
6	AP012218.1	1075910	1078351	-	-	YDL194W	SNF3	KLMA_60507	BAO41798.1	813	high-affinity glucose transporter SNF3	gi_574144008_dbj_BAO41798.1_	SNF3_KLMA_60507	YDL194W
6	AP012218.1	1079038	1082808	-	-	YDL195W	SEC31	KLMA_60508	BAO41799.1	1256	protein transport protein SEC31			
6	AP012218.1	1083467	1083727	+	-	YLR218C	COA4	KLMA_60509	BAO41800.1	86	coiled-coil-helix-coiled-coil-helix domain-containing			
6	AP012218.1	1083955	1084566	+	-	YDL139C	SCM3	KLMA_60510	BAO41801.1	203	protein YLR218C			
6	AP012218.1	1084889	1086007	+	-	YLR216C	CPR6	KLMA_60511	BAO41802.1	372	peptidyl-prolyl cis-trans isomerase D			
6	AP012218.1	1086996	1092179	+	-	YDL140C	RPB1	KLMA_60512	BAO41803.1	1727	DNA-directed RNA polymerase II subunit RPB1			
6	AP012218.1	1092479	1094548	-	-	YDL141W	BPL1	KLMA_60514	BAO41805.1	689	biotin--protein ligase	gi_574144015_dbj_BAO41805.1_	BPL1_KLMA_60514	YDL141W
6	AP012218.1	1095284	1096153	+	-	YDL142C	CRD1	KLMA_60515	BAO41806.1	289	probable cardiolipin synthetase 1	gi_574144016_dbj_BAO41806.1_	CRD1_KLMA_60515	YDL142C
6	AP012218.1	1096321	1097913	-	-	YDL143W	CCT4	KLMA_60516	BAO41807.1	530	T-complex protein 1 subunit delta			
6	AP012218.1	1098829	1099935	+	-	YLR215C	CDC123	KLMA_60519	BAO41810.1	368	cell division cycle protein 123			
6	AP012218.1	1100167	1102251	-	-	YLR214W	FRE1	KLMA_60520	BAO41811.1	694	ferric/cupric reductase transmembrane component 1	gi_574144021_dbj_BAO41811.1_	FRE1_KLMA_60520	YLR214W
6	AP012218.1	1103063	1104151	+	-		-	KLMA_60521	BAO41812.1	362	uncharacterized protein YDL144C			
6	AP012218.1	1104710	1106272	+	-	YLR213C	CRR1	KLMA_60522	BAO41813.1	520	probable glycosidase CRR1			
6	AP012218.1	1106822	1110457	+	-	YDL145C	COP1	KLMA_60523	BAO41814.1	1211	coatomer subunit alpha			
6	AP012218.1	1110643	1111626	-	-	YKL042W	SPC42	KLMA_60524	BAO41815.1	327	spindle pole body component SPC42			
6	AP012218.1	1112002	1113711	-	-	YMR016C	SOK2	KLMA_60525	BAO41816.1	569	kilA-N super family protein			
6	AP012218.1	1116332	1117804	-	-	YKL045W	PRI2	KLMA_60526	BAO41817.1	490	DNA primase large subunit			
6	AP012218.1	1118928	1120496	+	-	YNL073W	MSK1	KLMA_60527	BAO41818.1	522	lysyl-tRNA synthetase	gi_574144028_dbj_BAO41818.1_	MSK1_KLMA_60527	YNL073W
6	AP012218.1	1120800	1121675	+	-	YNL072W	RNH201	KLMA_60528	BAO41819.1	291	ribonuclease H2 subunit A			
6	AP012218.1	1122315	1123718	+	-	YNL071W	LAT1	KLMA_60529	BAO41820.1	467	dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	gi_574144030_dbj_BAO41820.1_	LAT1_KLMA_60529	YNL071W
6	AP012218.1	1124317	1124499	+	-		-	KLMA_60530	BAO41821.1	60	mitochondrial import receptor subunit TOM7			
6	AP012218.1	1124720	1125643	+	-	YIL134W	FLX1	KLMA_60531	BAO41822.1	307	mitochondrial FAD carrier protein FLX1	gi_574144032_dbj_BAO41822.1_	FLX1_KLMA_60531	YIL134W
6	AP012218.1	1125905	1126978	-	-	YIL133C	RPL16A	KLMA_60532	BAO41823.1	199	60S ribosomal protein L16-A			
6	AP012218.1	1127755	1128381	-	-	YIL132C	CSM2	KLMA_60533	BAO41824.1	208	chromosome segregation in meiosis protein 2			
6	AP012218.1	1128717	1131152	-	-	YNL068C	FKH2	KLMA_60534	BAO41825.1	811	fork head protein homolog 2			
6	AP012218.1	1133085	1135700	+	-	YIL130W	ASG1	KLMA_60535	BAO41826.1	871	cutinase transcription factor 1 alpha			
6	AP012218.1	1135840	1142631	-	-	YIL129C	TAO3	KLMA_60536	BAO41827.1	2263	cell morphogenesis protein PAG1			
6	AP012218.1	1143071	1146160	+	-	YIL128W	MET18	KLMA_60537	BAO41828.1	1029	DNA repair/transcription protein MET18/MMS19			
6	AP012218.1	1146331	1146930	-	-	YIL127C	RRT14	KLMA_60538	BAO41829.1	199	uncharacterized protein YIL127C			
6	AP012218.1	1147543	1151523	+	-	YIL126W	STH1	KLMA_60539	BAO41830.1	1326	nuclear protein STH1/NPS1			
6	AP012218.1	1152074	1152649	+	-	YNL067W	RPL9B	KLMA_60540	BAO41831.1	191	60S ribosomal protein L9-B			
6	AP012218.1	1154008	1157070	+	-	YIL125W	KGD1	KLMA_60541	BAO41832.1	1020	2-oxoglutarate dehydrogenase E1 component	gi_574144042_dbj_BAO41832.1_	KGD1_KLMA_60541	YIL125W
6	AP012218.1	1158126	1159019	+	-	YIL124W	AYR1	KLMA_60542	BAO41833.1	297	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase	gi_574144043_dbj_BAO41833.1_	AYR1_KLMA_60542	YIL124W
